1,0.591
2,0.00186
3,0.0111
4,2.2893e-08
5,0.0734
6,0.033109
7,0.00061214
8,0.00181
9,5.5974e-15
10,0.011663
11,0.028654
12,0.052864
13,0.018632
14,0.095262
15,54019
16,3.5678e+07
17,0.072466
18,0.29637
19,9.474e+06
20,0.2221
21,56663
22,0.0068981
23,2.0935e+08
24,0.19193
25,5.8368e+07
26,0.41011
27,9.0755e+08
28,50.542
29,5.4962e+08
30,9.9781
31,9.2757e+08
32,6.3109
33,3.8171e+09
34,6.4678
35,20907
36,9.2314e+05
37,0.085358
38,1.9783e+05
39,0.34915
40,4.696e+07
41,81595
42,0.073445
43,7.7186e+05
44,2.1042e+06
45,0.16311
46,2.2551e+07
47,0.029466
48,3
49,11
50,10
51,0.0955
52,3.62
53,92.6
54,28
55,1.12e-09
56,0.000921
57,0.00961
58,0.00027
59,0.000604
60,0.00262
61,0.000171
62,0.00461
63,1.33
64,3.89e-10
65,0.000794
66,4.5e+10
67,1.39e-10
68,0.00498
69,4.4079e-17
